iter	TotalF1	MultiClass
0	0.9607993655	0.9639617597
1	0.9745671313	0.8537515986
2	0.9600467552	0.7675440328
3	0.9665822617	0.691855664
4	0.9680228274	0.6272310566
5	0.9745671313	0.5703773947
6	0.9745671313	0.5189460493
7	0.9745671313	0.4774250844
8	0.9745671313	0.4390086149
9	0.9745671313	0.4056284541
10	0.9745671313	0.3746383232
11	0.9745671313	0.3468785213
12	0.9805519903	0.3208762817
13	0.9808660766	0.2981064363
14	0.9808660766	0.2768702344
15	0.9807093852	0.2587619542
16	0.9807093852	0.241990634
17	0.9807093852	0.2272063996
18	0.9808660766	0.2110267385
19	0.9808660766	0.1989104385
20	0.9808660766	0.1869012467
21	0.9807093852	0.1772402713
22	0.9808660766	0.1665386994
23	0.9808660766	0.1557505196
24	0.9808660766	0.1470308756
25	0.9808660766	0.1391043757
26	0.9808660766	0.1308447128
27	0.9807093852	0.1228085299
28	0.9807093852	0.1181072138
29	0.9807093852	0.1121925033
30	0.9807093852	0.1069432934
31	0.9807093852	0.1010340858
32	0.9807093852	0.09635222044
33	0.9807093852	0.09275729101
34	0.9807093852	0.08867973631
35	0.9807093852	0.08504553142
36	0.9807093852	0.08185305134
37	0.9807093852	0.07899952994
38	0.9807093852	0.0762919782
39	0.9807093852	0.07434420623
40	0.9807093852	0.0721755033
41	0.9807093852	0.07024667098
42	0.9807093852	0.06779707003
43	0.9807093852	0.06588361177
44	0.9807093852	0.06327199967
45	0.9807093852	0.06143062803
46	0.9807093852	0.05953255726
47	0.9807093852	0.05817315134
48	0.9807093852	0.05685912257
49	0.9807093852	0.05617842148
50	0.9807093852	0.05558262003
51	0.9808660766	0.05442393567
52	0.9808660766	0.05368006797
53	0.9808660766	0.05308330922
54	0.9808660766	0.05244738073
55	0.9808660766	0.05181053817
56	0.9808660766	0.05067263822
57	0.9808660766	0.05015258687
58	0.9808660766	0.04978827349
59	0.9808660766	0.04871303546
60	0.9808660766	0.04828240766
61	0.9808660766	0.04677992558
62	0.9808660766	0.04652268347
63	0.9808660766	0.04637625076
64	0.9808660766	0.04546457326
65	0.9808660766	0.04522274132
66	0.9808660766	0.04465311907
67	0.9808660766	0.04382577595
68	0.9808660766	0.043728773
69	0.9808660766	0.04364301785
70	0.9808660766	0.04346512487
71	0.9808660766	0.04274536
72	0.9808660766	0.04268162371
73	0.9808660766	0.04206616082
74	0.9808660766	0.0418592266
75	0.9808660766	0.04164872482
76	0.9808660766	0.04098693206
77	0.9808660766	0.04052564128
78	0.9808660766	0.04045340432
79	0.9808660766	0.0404159773
80	0.9808660766	0.04007388864
81	0.9808660766	0.04004802179
82	0.9808660766	0.03950955042
83	0.9811796266	0.03939273281
84	0.9811796266	0.03899044797
85	0.9811796266	0.03896678437
86	0.9811796266	0.03887262298
87	0.9811796266	0.03878944428
88	0.9811796266	0.03872956496
89	0.9811796266	0.03843640585
90	0.9811796266	0.03835889457
91	0.9811796266	0.03810370598
92	0.9811796266	0.03807493376
93	0.9811796266	0.03797111871
94	0.9811796266	0.03769179029
95	0.9811796266	0.03707581954
96	0.9811796266	0.03690731498
97	0.9811796266	0.03686384085
98	0.9811796266	0.03677550461
99	0.9836080267	0.0363694384
100	0.9836080267	0.03613755266
101	0.9836080267	0.03598782239
102	0.9836080267	0.03548726888
103	0.9836080267	0.03514718238
104	0.9836080267	0.03468832523
105	0.9836080267	0.03468042207
106	0.9836080267	0.03409580394
107	0.9836080267	0.03366623769
108	0.9836080267	0.03308814498
109	0.9836080267	0.03272905348
110	0.9836080267	0.03271248399
111	0.9836080267	0.03268424387
112	0.9836080267	0.03266198626
113	0.9836080267	0.03225317444
114	0.9836080267	0.03179081425
115	0.9836080267	0.0317507925
116	0.9836080267	0.03153640083
117	0.9836080267	0.03136676139
118	0.9836080267	0.0309979463
119	0.9836080267	0.03060863883
120	0.9842626191	0.03049014044
121	0.9836080267	0.03023630546
122	0.9836080267	0.03017454697
123	0.9836080267	0.0301534944
124	0.9836080267	0.03002184355
125	0.9836080267	0.02991891666
126	0.9852208148	0.02976141587
127	0.9866939028	0.02964388953
128	0.9866939028	0.02942670214
129	0.9875480885	0.02919795664
130	0.9875480885	0.02886360723
131	0.9875480885	0.02886066071
132	0.9875480885	0.02884065199
133	0.9874119263	0.02871307652
134	0.9875480885	0.02862025435
135	0.9871005898	0.02839661353
136	0.9875480885	0.02810413125
137	0.9875480885	0.02795307694
138	0.9875480885	0.02787983244
139	0.9875480885	0.02786897812
140	0.9877051462	0.02785715986
141	0.9877051462	0.02779453275
142	0.9877051462	0.02778789741
143	0.9877051462	0.02770261256
144	0.9877051462	0.0274498898
145	0.9875690782	0.02733064432
146	0.9872577414	0.02718563438
147	0.9871021338	0.02706564373
148	0.9871021338	0.02703156194
149	0.9871021338	0.0269105924
150	0.9871021338	0.02667117846
151	0.9872577414	0.02654186048
152	0.9872577414	0.02639267894
153	0.9872577414	0.0262023791
154	0.9872577414	0.02614860753
155	0.9872577414	0.02613900009
156	0.9872577414	0.02592303026
157	0.9872577414	0.02574275556
158	0.9872611092	0.02570962245
159	0.9872577414	0.02552577107
160	0.9875756519	0.0254379941
161	0.9872577414	0.02536237692
162	0.9872577414	0.02531636704
163	0.9875756519	0.0251311785
164	0.9875756519	0.02502945842
165	0.9875756519	0.02498145986
166	0.9875756519	0.02485657628
167	0.9875756519	0.02480207301
168	0.9875756519	0.02477444091
169	0.9875756519	0.02463451667
170	0.9881106587	0.02448990717
171	0.9882476199	0.02444844169
172	0.9882476199	0.02442911014
173	0.9884028205	0.02438297675
174	0.9882476199	0.02428287831
175	0.9876398175	0.02416313027
176	0.9876398175	0.02415661726
177	0.9879557603	0.02406255528
178	0.9884117256	0.02397484197
179	0.9876398175	0.02388431716
180	0.9879557603	0.0238517966
181	0.988443876	0.02373787095
182	0.9886014428	0.02365862615
183	0.9886014428	0.02362457232
184	0.988443876	0.02359693403
185	0.988443876	0.02355109505
186	0.988443876	0.02347462575
187	0.988443876	0.02341096903
188	0.988443876	0.02337274443
189	0.988443876	0.02335701368
190	0.988443876	0.02332464289
191	0.9886014428	0.02330428075
192	0.9887589682	0.02324473072
193	0.9887589682	0.02321788881
194	0.9887589682	0.02311149962
195	0.9887589682	0.023088101
196	0.9887589682	0.0230572075
197	0.9890684512	0.02295875912
198	0.9889136906	0.02289990476
199	0.988604284	0.02285702227
200	0.988604284	0.02282023285
201	0.988604284	0.02278225763
202	0.988604284	0.02274657009
203	0.9887589682	0.02274285535
204	0.9887589682	0.02272770046
205	0.9890684512	0.0226764285
206	0.9890684512	0.02264202988
207	0.9890684512	0.02263237507
208	0.9890684512	0.0226019513
209	0.9890684512	0.02259968625
210	0.9890684512	0.0225692908
211	0.9890684512	0.02251894609
212	0.9890684512	0.02244785685
213	0.9890684512	0.02238866484
214	0.9890684512	0.02234258033
215	0.9890684512	0.02231717376
216	0.9890684512	0.02228661044
217	0.9889136906	0.02226206698
218	0.9889136906	0.02223163999
219	0.9889136906	0.0221894276
220	0.9889136906	0.02217385094
221	0.9889136906	0.02212273292
222	0.9889136906	0.02209030943
223	0.9889136906	0.02206050997
224	0.9889136906	0.02204827306
225	0.9890684512	0.02202368498
226	0.9889136906	0.02197340572
227	0.9889136906	0.02195019244
228	0.9889136906	0.0219346159
229	0.9889136906	0.02191771422
230	0.9889136906	0.02183707235
231	0.9889136906	0.02175771534
232	0.9889136906	0.02170987495
233	0.9889136906	0.02169469181
234	0.9889136906	0.02168791864
235	0.9894043396	0.02162427795
236	0.9894043396	0.02160187232
237	0.9894043396	0.02158778093
238	0.9894043396	0.02157487308
239	0.9894043396	0.0215184042
240	0.9894043396	0.0214755384
241	0.9894043396	0.02146461675
242	0.9894043396	0.02142266135
243	0.9894043396	0.02138362753
244	0.9894043396	0.02136030473
245	0.9894043396	0.0213406856
246	0.9894043396	0.02130817006
247	0.9894043396	0.02126075448
248	0.9894043396	0.02123640228
249	0.9894043396	0.02120995873
250	0.9894043396	0.02119967336
251	0.9894043396	0.02114491976
252	0.9894043396	0.02112092121
253	0.9894043396	0.02111105338
254	0.9894043396	0.021079822
255	0.9894043396	0.02103896609
256	0.9894043396	0.02102229746
257	0.9894043396	0.020980128
258	0.9897133974	0.02094904134
259	0.9897133974	0.02094408688
260	0.9897133974	0.02094308711
261	0.9895588497	0.02093384512
262	0.9897133974	0.02089895776
263	0.9897133974	0.02087733963
264	0.9897133974	0.02082539044
265	0.9897083386	0.02076532679
266	0.9903271989	0.02074033354
267	0.9903271989	0.02073484294
268	0.9898654925	0.02070560541
269	0.9897108708	0.0206857518
270	0.9900176928	0.02063890463
271	0.9900176928	0.02061724567
272	0.9900176928	0.02058547161
273	0.9900176928	0.02053385204
274	0.990482009	0.02051165982
275	0.9906368573	0.0204888502
276	0.9906368573	0.02047135767
277	0.9906345398	0.02045709695
278	0.9906368573	0.02044542224
